;Unnamed: 0;Bauteilbreite;Bauteilgewicht;Bauteillaenge;DOE_Simulation;Fuellprobleme;Kuehlzeit;Legobaustein;Max_Deformation;Max_Verzug;Max_Volumenschwindung;Nachdruck;Nachdruckzeit;Schmelzetemperatur;Testlauf;Volumenstrom;Wandtemperatur;Laenge;Breite;Hoehe;Volumen;Schussvolumen;Mittlere_Wanddicke;Max_Wanddicke;Min_Wanddicke;Fliessweglaenge;Oberflaeche;Ration_Oberflaeche_Volumen;Fliesswegwanddickenverhaeltnis;Ration_Min_Wanddicke_Max_Wanddicke;theoretische_Kuehlzeit;Plastifizierleistung;PACYNA1;PACYNA2;PACYNA3;Haupttraegheitsmomente1;Haupttraegheitsmomente2;Haupttraegheitsmomente3;N_Noppen_Reihe;N_Reihen;Sockelhoehe;Noppenhoehe
0;0;29.47485167;15.027999999999999;89.09204064;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.498888731;0.1133815274;12.63234329;350;9.5;240;1;219.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
1;1;29.46606873;15.024000000000001;89.09217504;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.49811911579999996;0.1172009856;12.67323971;350;9.5;240;2;79.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
2;2;29.69630897;15.232999999999999;89.30830489;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.3798730671;0.123076193;11.03583336;600;9.5;240;3;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
3;3;29.12590893;14.755999999999998;88.90581295;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.6263307929;0.2654205859;15.94674587;100;9.5;240;4;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
4;4;29.47592815;15.020999999999999;89.08774193;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.5410183668;0.11481910199999999;14.4837513;350;9.5;260;5;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
5;5;29.46313012;15.024000000000001;89.09435124;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.49202650789999997;0.1189659163;11.53572273;350;9.5;220;6;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
6;6;29.51603862;14.989;88.8946777;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.6087144613000001;0.1012426093;13.51869678;350;9.5;240;7;149.8483;60;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
7;7;29.41135627;15.061;89.31210787;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.3893254399;0.1858074516;12.22309113;350;9.5;240;8;149.8483;20;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
8;8;29.47267426;15.027999999999999;89.09564446;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.4904009402;0.1143635809;14.83072758;350;16.0;240;9;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
9;9;28.95484255;14.591;88.70163965;DOE2.txt;0.0;24.0;3x1_Lego_flach;0.8028778434;0.34983202820000003;14.40227509;350;3.0;240;10;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
10;10;29.46176369;15.027000000000001;89.1088189;DOE2.txt;0.0;31.989;3x1_Lego_flach;0.4911205769;0.12387663869999999;12.62959003;350;9.5;240;11;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
11;11;29.51334278;15.027000000000001;89.03761734;DOE2.txt;0.0;16.011;3x1_Lego_flach;0.5247506499;0.11470091339999999;12.62959003;350;9.5;240;12;149.8483;40;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
12;12;29.21457727;14.842;89.06016240000001;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.6003012061;0.2471131086;14.51795483;173;4.9;226;1;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
13;13;29.22373981;14.843;89.05240396;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.6057027578;0.2423325479;14.53411865;173;4.9;226;2;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
14;14;29.62824294;15.177;89.31608687;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.4241153598;0.12491502609999999;11.52359009;527;4.9;226;3;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
15;15;29.63053529;15.177;89.31043347;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.4300826788;0.12501885;11.6038599;527;4.9;226;4;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
16;16;29.16630459;14.77;88.85284438;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.7324630021999999;0.2674008906;16.21931648;173;4.9;254;5;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
17;17;29.16774279;14.765999999999998;88.83364832;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.7405334115000001;0.2675540745;16.21905136;173;4.9;254;6;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
18;18;29.59684854;15.115;89.16913919;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.5434002876;0.17294780910000002;13.38346672;527;4.9;254;7;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
19;19;29.59786893;15.114;89.15942218;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.5468646288;0.17553624510000002;13.28324699;527;4.9;254;8;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
20;20;29.27587878;14.763;88.67137206;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.7930572629000001;0.1562020034;14.62734509;173;4.9;226;9;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
21;21;29.27980216;14.762;88.65779952;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.8008342981000001;0.1606725156;14.63271618;173;4.9;226;10;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
22;22;29.65912002;15.115;89.03350291;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.5709552169000001;0.11871394519999999;11.86214066;527;4.9;226;11;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
23;23;29.65868906;15.114;89.0255308;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.5780800581000001;0.1205026209;11.96790504;527;4.9;226;12;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
24;24;29.15941609;14.648;88.41344497;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.9382746815999999;0.27978312969999997;16.61532211;173;4.9;254;13;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
25;25;29.15996273;14.642999999999999;88.40510408;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.9409565329999999;0.2811132073;16.54710388;173;4.9;254;14;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
26;26;29.59396692;15.02;88.84613527;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.7017511129;0.1875206381;13.58997917;527;4.9;254;15;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
27;27;29.595259499999997;15.015;88.83521244;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.7055056095000001;0.1885649264;13.54375172;527;4.9;254;16;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
28;28;29.21214333;14.867;89.08360053;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.5171579719;0.24887621399999998;16.18575287;173;14.1;226;17;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
29;29;29.22210275;14.872;89.08281369;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.517167449;0.2438163459;13.41375542;173;14.1;226;18;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
30;30;29.62586865;15.195;89.34338316;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.3588591218;0.1269818097;13.42057133;527;14.1;226;19;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
31;31;29.62877879;15.198;89.3427552;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.3592289388;0.1265392005;10.62297916;527;14.1;226;20;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
32;32;29.23768154;14.874;89.07342108;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.522798121;0.23410895469999998;15.3238802;173;14.1;254;21;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
33;33;29.24681688;14.878;89.07219272;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.5232583284000001;0.2292618603;15.06017303;173;14.1;254;22;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
34;34;29.63620564;15.198;89.34006238;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.3595913053;0.1376978308;12.24550438;527;14.1;254;23;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
35;35;29.6437469;15.202;89.34087059999999;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.35916617510000004;0.13865490260000002;12.07435513;527;14.1;254;24;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
36;36;29.29132413;14.815;88.7647075;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.6708867550000001;0.14998312290000002;13.93155575;173;14.1;226;25;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
37;37;29.29903277;14.818;88.76494282;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.6708539724;0.1464796662;13.920228;173;14.1;226;26;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
38;38;29.66470441;15.155;89.11968470000001;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.4881850183;0.1213170514;11.08882236;527;14.1;226;27;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
39;39;29.66744482;15.158;89.12050635;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.48741203549999995;0.122507751;11.07994366;527;14.1;226;28;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
40;40;29.30799817;14.818;88.75921183;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.6735222340000001;0.1409053653;15.60598278;173;14.1;254;29;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
41;41;29.31427866;14.82;88.75742984;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.674157083;0.13752213119999998;15.57102108;173;14.1;254;30;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
42;42;29.66688539;15.155;89.12186549;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.48486796020000006;0.1345631927;12.24057007;527;14.1;254;31;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
43;43;29.67077996;15.158;89.1227191;DOE1.txt;0.0;18.3;3x1_Lego_flach;0.4839650393;0.135964781;12.23761368;527;14.1;254;32;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
44;44;29.16705547;14.842;89.12250513;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.5696252584;0.28629642720000004;14.51795483;173;4.9;226;33;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
45;45;29.17556257;14.843;89.11536423;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.5746415257;0.2820230126;14.53411865;173;4.9;226;34;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
46;46;29.59483815;15.177;89.36402890000001;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.40202599759999996;0.1008016393;11.52359009;527;4.9;226;35;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
47;47;29.59689706;15.177;89.35889769;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.4077153206;0.09985338151;11.6038599;527;4.9;226;36;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
48;48;29.10792401;14.77;88.91843609;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.6974745393;0.3145124018;16.21931648;173;4.9;254;37;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
49;49;29.10840476;14.765999999999998;88.89978762;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.705134809;0.3139734268;16.21905136;173;4.9;254;38;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
50;50;29.55600929;15.115;89.21882815;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.5183347464;0.1905912459;13.38346672;527;4.9;254;39;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
51;51;29.55680694;15.114;89.20922837;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.521596849;0.19346272949999999;13.28324699;527;4.9;254;40;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
52;52;29.23533336;14.763;88.72462654;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.7669102550000001;0.18958416579999998;14.62734509;173;4.9;226;41;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
53;53;29.23894573;14.762;88.71125093;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.77444309;0.1879006475;14.63271618;173;4.9;226;42;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
54;54;29.63891641;15.115;89.06568545;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.5570903420000001;0.09740833193;11.86214066;527;4.9;226;43;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
55;55;29.63865093;15.114;89.05751428;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.5642056464999999;0.10486904529999999;11.96790504;527;4.9;226;44;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
56;56;29.10818931;14.648;88.46740335;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.9087917805;0.2994650304;16.61532211;173;4.9;254;45;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
57;57;29.10784673;14.642999999999999;88.45985854;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.9110675454;0.3010113239;16.54710388;173;4.9;254;46;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
58;58;29.566980800000003;15.02;88.87563485;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.6860057712000001;0.2015862614;13.58997917;527;4.9;254;47;100.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
59;59;29.56754294;15.015;88.86519039;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.6894815564;0.20288416739999998;13.54375172;527;4.9;254;48;199.3483;54;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
60;60;29.16468295;14.867;89.14742522;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.4831623733;0.2879193127;16.18575287;173;14.1;226;49;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
61;61;29.17399122;14.872;89.14748372;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.4826184213;0.2833545208;13.41375542;173;14.1;226;50;199.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
62;62;29.59264352;15.195;89.3898876;DOE1.txt;0.0;29.7;3x1_Lego_flach;0.3308023512;0.10303589699999999;13.42057133;527;14.1;226;51;100.3483;26;90.0;30.0;29.5;17228.793999999998;17228.793999999998;1.946934248;4.0;2.0;74.0;17698.383;1.027;38.00847413;0.5;25.55653642;529.1961581999999;1.122733675;0.34651849;0.664930902;2.781;13.238;13.890999999999998;3.0;1.0;11.5;18.0
